sexo;pueblo;n;codigo_comuna;nombre_comuna;codigo_region;nombre_region;año;poblacion_total;orden_region
Hombres;Yagán o Yámana;1;5103;Concón;5;Valparaíso;2017;43578;6
Hombres;Otro;32;5103;Concón;5;Valparaíso;2017;43578;6
Hombres;Pueblo Ignorado;71;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Mapuche;906;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Aymara;40;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Rapa Nui;15;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Lican Antai;4;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Quechua;21;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Colla;10;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Diaguita;58;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Kawésqar;4;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Yagán o Yámana;1;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Otro;31;5103;Concón;5;Valparaíso;2017;43578;6
Mujeres;Pueblo Ignorado;69;5103;Concón;5;Valparaíso;2017;43578;6
Hombres;Mapuche;26;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Aymara;1;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Rapa Nui;1;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Lican Antai;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Quechua;1;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Colla;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Diaguita;1;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Kawésqar;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Yagán o Yámana;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Otro;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Pueblo Ignorado;1;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Mapuche;17;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Aymara;8;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Rapa Nui;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Lican Antai;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Quechua;3;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Colla;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Diaguita;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Kawésqar;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Yagán o Yámana;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Otro;0;5104;Juan Fernández;5;Valparaíso;2017;963;6
Mujeres;Pueblo Ignorado;1;5104;Juan Fernández;5;Valparaíso;2017;963;6
Hombres;Mapuche;514;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Aymara;26;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Rapa Nui;3;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Lican Antai;1;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Quechua;1;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Colla;5;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Diaguita;21;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Kawésqar;2;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Yagán o Yámana;1;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Otro;3;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Pueblo Ignorado;28;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Mapuche;454;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Aymara;29;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Rapa Nui;3;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Lican Antai;2;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Quechua;0;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Colla;4;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Diaguita;16;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Kawésqar;2;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Yagán o Yámana;1;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Otro;4;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Mujeres;Pueblo Ignorado;23;5105;Puchuncaví;5;Valparaíso;2017;18925;6
Hombres;Mapuche;978;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Aymara;42;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Rapa Nui;6;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Lican Antai;3;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Quechua;8;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Colla;10;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Diaguita;35;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Kawésqar;2;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Yagán o Yámana;1;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Otro;16;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Pueblo Ignorado;56;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Mapuche;948;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Aymara;44;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Rapa Nui;14;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Lican Antai;5;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Quechua;9;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Colla;9;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Diaguita;35;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Kawésqar;1;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Yagán o Yámana;2;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Otro;10;5107;Quintero;5;Valparaíso;2017;33710;6
Mujeres;Pueblo Ignorado;51;5107;Quintero;5;Valparaíso;2017;33710;6
Hombres;Mapuche;8024;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Aymara;373;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Rapa Nui;134;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Lican Antai;72;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Quechua;81;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Colla;79;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Diaguita;470;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Kawésqar;45;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Yagán o Yámana;14;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Otro;151;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Pueblo Ignorado;486;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Mapuche;8540;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Aymara;478;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Rapa Nui;153;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Lican Antai;72;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Quechua;99;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Colla;64;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Diaguita;565;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Kawésqar;28;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Yagán o Yámana;15;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Otro;140;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Mujeres;Pueblo Ignorado;490;5109;Viña del Mar;5;Valparaíso;2017;348885;6
Hombres;Mapuche;183;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Aymara;8;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Rapa Nui;1775;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Lican Antai;0;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Quechua;1;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Colla;2;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Diaguita;4;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Kawésqar;1;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Yagán o Yámana;1;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Otro;29;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Pueblo Ignorado;29;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Mapuche;156;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Aymara;6;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Rapa Nui;1737;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Lican Antai;1;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Quechua;2;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Colla;4;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Diaguita;4;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Kawésqar;1;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Yagán o Yámana;0;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Otro;10;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Mujeres;Pueblo Ignorado;22;5201;Isla de Pascua;5;Valparaíso;2017;7648;6
Hombres;Mapuche;1483;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Aymara;95;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Rapa Nui;23;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Lican Antai;18;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Quechua;19;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Colla;27;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Diaguita;140;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Kawésqar;5;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Yagán o Yámana;8;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Otro;34;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Pueblo Ignorado;113;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Mapuche;1273;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Aymara;103;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Rapa Nui;16;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Lican Antai;12;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Quechua;18;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Colla;25;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Diaguita;138;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Kawésqar;2;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Yagán o Yámana;3;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Otro;26;5301;Los Andes;5;Valparaíso;2017;66572;6
Mujeres;Pueblo Ignorado;90;5301;Los Andes;5;Valparaíso;2017;66572;6
Hombres;Mapuche;323;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Aymara;20;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Rapa Nui;2;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Lican Antai;1;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Quechua;1;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Colla;3;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Diaguita;42;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Kawésqar;0;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Yagán o Yámana;0;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Otro;1;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Pueblo Ignorado;21;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Mapuche;331;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Aymara;25;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Rapa Nui;6;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Lican Antai;2;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Quechua;2;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Colla;3;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Diaguita;46;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Kawésqar;3;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Yagán o Yámana;0;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Otro;1;5302;Calle Larga;5;Valparaíso;2017;15371;6
Mujeres;Pueblo Ignorado;16;5302;Calle Larga;5;Valparaíso;2017;15371;6
Hombres;Mapuche;268;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Aymara;24;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Rapa Nui;1;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Lican Antai;1;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Quechua;9;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Colla;4;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Diaguita;23;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Kawésqar;0;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Yagán o Yámana;0;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Otro;5;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Pueblo Ignorado;17;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Mapuche;255;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Aymara;22;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Rapa Nui;1;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Lican Antai;4;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Quechua;3;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Colla;3;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Diaguita;25;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Kawésqar;1;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Yagán o Yámana;1;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Otro;2;5303;Rinconada;5;Valparaíso;2017;10513;6
Mujeres;Pueblo Ignorado;8;5303;Rinconada;5;Valparaíso;2017;10513;6
Hombres;Mapuche;383;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Aymara;36;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Rapa Nui;4;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Lican Antai;4;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Quechua;5;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Colla;5;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Diaguita;20;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Kawésqar;0;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Yagán o Yámana;1;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Otro;1;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Pueblo Ignorado;30;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Mapuche;421;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Aymara;35;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Rapa Nui;4;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Lican Antai;1;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Quechua;4;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Colla;2;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Diaguita;27;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Kawésqar;0;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Yagán o Yámana;0;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Otro;2;5304;San Esteban;5;Valparaíso;2017;19541;6
Mujeres;Pueblo Ignorado;16;5304;San Esteban;5;Valparaíso;2017;19541;6
Hombres;Mapuche;753;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Aymara;133;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Rapa Nui;5;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Lican Antai;4;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Quechua;12;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Colla;10;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Diaguita;309;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Kawésqar;0;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Yagán o Yámana;0;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Otro;23;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Pueblo Ignorado;95;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Mapuche;786;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Aymara;138;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Rapa Nui;4;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Lican Antai;2;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Quechua;11;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Colla;11;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Diaguita;332;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Kawésqar;0;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Yagán o Yámana;0;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Otro;14;5401;La Ligua;5;Valparaíso;2017;36749;6
Mujeres;Pueblo Ignorado;72;5401;La Ligua;5;Valparaíso;2017;36749;6
Hombres;Mapuche;276;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Aymara;60;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Rapa Nui;2;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Lican Antai;4;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Quechua;6;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Colla;7;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Diaguita;90;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Kawésqar;0;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Yagán o Yámana;1;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Otro;6;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Pueblo Ignorado;22;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Mapuche;264;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Aymara;66;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Rapa Nui;2;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Lican Antai;0;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Quechua;5;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Colla;6;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Diaguita;85;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Kawésqar;0;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Yagán o Yámana;0;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Otro;2;5402;Cabildo;5;Valparaíso;2017;20339;6
Mujeres;Pueblo Ignorado;26;5402;Cabildo;5;Valparaíso;2017;20339;6
Hombres;Mapuche;216;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Aymara;34;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Rapa Nui;0;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Lican Antai;1;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Quechua;1;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Colla;0;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Diaguita;25;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Kawésqar;0;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Yagán o Yámana;0;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Otro;1;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Pueblo Ignorado;17;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Mapuche;179;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Aymara;36;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Rapa Nui;0;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Lican Antai;0;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Quechua;1;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Colla;0;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Diaguita;27;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Kawésqar;1;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Yagán o Yámana;1;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Otro;0;5403;Papudo;5;Valparaíso;2017;5942;6
Mujeres;Pueblo Ignorado;18;5403;Papudo;5;Valparaíso;2017;5942;6
Hombres;Mapuche;179;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Aymara;26;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Rapa Nui;5;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Lican Antai;2;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Quechua;1;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Colla;3;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Diaguita;81;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Kawésqar;0;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Yagán o Yámana;0;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Otro;1;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Pueblo Ignorado;21;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Mapuche;190;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Aymara;15;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Rapa Nui;3;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Lican Antai;7;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Quechua;0;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Colla;1;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Diaguita;96;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Kawésqar;0;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Yagán o Yámana;0;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Otro;0;5404;Petorca;5;Valparaíso;2017;10367;6
Mujeres;Pueblo Ignorado;22;5404;Petorca;5;Valparaíso;2017;10367;6
Hombres;Mapuche;170;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Aymara;21;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Rapa Nui;2;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Lican Antai;3;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Quechua;7;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Colla;0;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Diaguita;47;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Kawésqar;0;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Yagán o Yámana;0;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Otro;3;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Pueblo Ignorado;20;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Mapuche;151;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Aymara;14;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Rapa Nui;1;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Lican Antai;1;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Quechua;4;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Colla;0;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Diaguita;51;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Kawésqar;1;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Yagán o Yámana;1;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Otro;2;5405;Zapallar;5;Valparaíso;2017;7607;6
Mujeres;Pueblo Ignorado;22;5405;Zapallar;5;Valparaíso;2017;7607;6
Hombres;Mapuche;1880;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Aymara;149;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Rapa Nui;16;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Lican Antai;7;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Quechua;26;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Colla;13;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Diaguita;279;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Kawésqar;7;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Yagán o Yámana;2;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Otro;39;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Pueblo Ignorado;121;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Mapuche;1857;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Aymara;168;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Rapa Nui;14;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Lican Antai;12;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Quechua;29;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Colla;16;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Diaguita;264;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Kawésqar;3;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Yagán o Yámana;1;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Otro;32;5501;Quillota;5;Valparaíso;2017;93787;6
Mujeres;Pueblo Ignorado;113;5501;Quillota;5;Valparaíso;2017;93787;6
Hombres;Mapuche;943;5502;Calera;5;Valparaíso;2017;52715;6
